,,DT6,,DT7,,DT8,,DT2,,DT3,,DT10,,DT9,,DT5
11/11/2018,18:44:51,,18:44:51,,18:44:51,0.026,18:44:51,,18:44:51,,18:44:51,0.03,18:44:51,0.034,18:44:51,0.023
11/11/2018,18:44:52,,18:44:52,,18:44:52,0.026,18:44:52,,18:44:52,,18:44:52,0.03,18:44:52,0.035,18:44:52,0.023
11/11/2018,18:44:53,,18:44:53,,18:44:53,0.026,18:44:53,,18:44:53,,18:44:53,0.03,18:44:53,0.034,18:44:53,0.023
11/11/2018,18:44:54,,18:44:54,,18:44:54,0.026,18:44:54,,18:44:54,,18:44:54,0.03,18:44:54,0.033,18:44:54,0.023
11/11/2018,18:44:55,,18:44:55,,18:44:55,0.025,18:44:55,,18:44:55,,18:44:55,0.03,18:44:55,0.033,18:44:55,0.022
11/11/2018,18:44:56,,18:44:56,,18:44:56,0.028,18:44:56,,18:44:56,,18:44:56,0.03,18:44:56,0.034,18:44:56,0.023
11/11/2018,18:44:57,,18:44:57,,18:44:57,0.028,18:44:57,,18:44:57,,18:44:57,0.031,18:44:57,0.033,18:44:57,0.023
11/11/2018,18:44:58,,18:44:58,,18:44:58,0.026,18:44:58,,18:44:58,,18:44:58,0.03,18:44:58,0.033,18:44:58,0.023
11/11/2018,18:44:59,,18:44:59,,18:44:59,0.025,18:44:59,,18:44:59,,18:44:59,0.029,18:44:59,0.032,18:44:59,0.023
11/11/2018,18:45:00,,18:45:00,,18:45:00,0.025,18:45:00,,18:45:00,,18:45:00,0.029,18:45:00,0.033,18:45:00,0.024
11/11/2018,18:45:01,,18:45:01,,18:45:01,0.024,18:45:01,,18:45:01,,18:45:01,0.03,18:45:01,0.033,18:45:01,0.024
11/11/2018,18:45:02,,18:45:02,,18:45:02,0.025,18:45:02,,18:45:02,,18:45:02,0.029,18:45:02,0.033,18:45:02,0.023
11/11/2018,18:45:03,,18:45:03,,18:45:03,0.025,18:45:03,,18:45:03,,18:45:03,0.028,18:45:03,0.032,18:45:03,0.023
11/11/2018,18:45:04,,18:45:04,,18:45:04,0.025,18:45:04,,18:45:04,,18:45:04,0.028,18:45:04,0.033,18:45:04,0.023
11/11/2018,18:45:05,,18:45:05,,18:45:05,0.025,18:45:05,,18:45:05,,18:45:05,0.029,18:45:05,0.033,18:45:05,0.024
11/11/2018,18:45:06,,18:45:06,,18:45:06,0.026,18:45:06,,18:45:06,,18:45:06,0.03,18:45:06,0.033,18:45:06,0.023
11/11/2018,18:45:07,,18:45:07,,18:45:07,0.027,18:45:07,,18:45:07,,18:45:07,0.03,18:45:07,0.033,18:45:07,0.024
11/11/2018,18:45:08,,18:45:08,,18:45:08,0.027,18:45:08,,18:45:08,,18:45:08,0.03,18:45:08,0.031,18:45:08,0.024
11/11/2018,18:45:09,,18:45:09,,18:45:09,0.026,18:45:09,,18:45:09,,18:45:09,0.03,18:45:09,0.03,18:45:09,0.023
11/11/2018,18:45:10,,18:45:10,,18:45:10,0.024,18:45:10,,18:45:10,,18:45:10,0.031,18:45:10,0.031,18:45:10,0.023
11/11/2018,18:45:11,,18:45:11,,18:45:11,0.025,18:45:11,,18:45:11,,18:45:11,0.029,18:45:11,0.032,18:45:11,0.023
11/11/2018,18:45:12,,18:45:12,,18:45:12,0.025,18:45:12,,18:45:12,,18:45:12,0.029,18:45:12,0.031,18:45:12,0.023
11/11/2018,18:45:13,,18:45:13,,18:45:13,0.025,18:45:13,,18:45:13,,18:45:13,0.029,18:45:13,0.031,18:45:13,0.022
11/11/2018,18:45:14,,18:45:14,,18:45:14,0.025,18:45:14,,18:45:14,,18:45:14,0.028,18:45:14,0.032,18:45:14,0.024
11/11/2018,18:45:15,,18:45:15,,18:45:15,0.025,18:45:15,,18:45:15,,18:45:15,0.029,18:45:15,0.031,18:45:15,0.026
11/11/2018,18:45:16,,18:45:16,,18:45:16,0.026,18:45:16,,18:45:16,,18:45:16,0.029,18:45:16,0.031,18:45:16,0.024
11/11/2018,18:45:17,,18:45:17,,18:45:17,0.026,18:45:17,,18:45:17,,18:45:17,0.03,18:45:17,0.031,18:45:17,0.022
11/11/2018,18:45:18,,18:45:18,,18:45:18,0.027,18:45:18,,18:45:18,,18:45:18,0.03,18:45:18,0.031,18:45:18,0.023
11/11/2018,18:45:19,,18:45:19,,18:45:19,0.024,18:45:19,,18:45:19,,18:45:19,0.03,18:45:19,0.032,18:45:19,0.023
11/11/2018,18:45:20,,18:45:20,,18:45:20,0.025,18:45:20,,18:45:20,,18:45:20,0.031,18:45:20,0.031,18:45:20,0.024
11/11/2018,18:45:21,,18:45:21,,18:45:21,0.026,18:45:21,,18:45:21,,18:45:21,0.03,18:45:21,0.031,18:45:21,0.025
11/11/2018,18:45:22,,18:45:22,,18:45:22,0.028,18:45:22,,18:45:22,,18:45:22,0.028,18:45:22,0.031,18:45:22,0.027
11/11/2018,18:45:23,,18:45:23,,18:45:23,0.025,18:45:23,,18:45:23,,18:45:23,0.028,18:45:23,0.032,18:45:23,0.028
11/11/2018,18:45:24,,18:45:24,,18:45:24,0.026,18:45:24,,18:45:24,,18:45:24,0.029,18:45:24,0.031,18:45:24,0.023
11/11/2018,18:45:25,,18:45:25,,18:45:25,0.026,18:45:25,,18:45:25,,18:45:25,0.029,18:45:25,0.032,18:45:25,0.023
11/11/2018,18:45:26,,18:45:26,,18:45:26,0.026,18:45:26,,18:45:26,,18:45:26,0.029,18:45:26,0.033,18:45:26,0.023
11/11/2018,18:45:27,,18:45:27,,18:45:27,0.028,18:45:27,,18:45:27,,18:45:27,0.029,18:45:27,0.03,18:45:27,0.023
11/11/2018,18:45:28,,18:45:28,,18:45:28,0.028,18:45:28,,18:45:28,,18:45:28,0.028,18:45:28,0.03,18:45:28,0.023
11/11/2018,18:45:29,,18:45:29,,18:45:29,0.029,18:45:29,,18:45:29,,18:45:29,0.028,18:45:29,0.032,18:45:29,0.024
11/11/2018,18:45:30,,18:45:30,,18:45:30,0.025,18:45:30,,18:45:30,,18:45:30,0.028,18:45:30,0.032,18:45:30,0.024
11/11/2018,18:45:31,,18:45:31,,18:45:31,0.025,18:45:31,,18:45:31,,18:45:31,0.031,18:45:31,0.031,18:45:31,0.023
11/11/2018,18:45:32,,18:45:32,,18:45:32,0.025,18:45:32,,18:45:32,,18:45:32,0.03,18:45:32,0.032,18:45:32,0.023
11/11/2018,18:45:33,,18:45:33,,18:45:33,0.026,18:45:33,,18:45:33,,18:45:33,0.028,18:45:33,0.032,18:45:33,0.022
11/11/2018,18:45:34,,18:45:34,,18:45:34,0.025,18:45:34,,18:45:34,,18:45:34,0.028,18:45:34,0.033,18:45:34,0.024
11/11/2018,18:45:35,,18:45:35,,18:45:35,0.025,18:45:35,,18:45:35,,18:45:35,0.029,18:45:35,0.033,18:45:35,0.024
11/11/2018,18:45:36,,18:45:36,,18:45:36,0.026,18:45:36,,18:45:36,,18:45:36,0.03,18:45:36,0.031,18:45:36,0.023
11/11/2018,18:45:37,,18:45:37,,18:45:37,0.026,18:45:37,,18:45:37,,18:45:37,0.03,18:45:37,0.03,18:45:37,0.024
11/11/2018,18:45:38,,18:45:38,,18:45:38,0.026,18:45:38,,18:45:38,,18:45:38,0.028,18:45:38,0.03,18:45:38,0.022
11/11/2018,18:45:39,,18:45:39,,18:45:39,0.027,18:45:39,,18:45:39,,18:45:39,0.028,18:45:39,0.03,18:45:39,0.022
11/11/2018,18:45:40,,18:45:40,,18:45:40,0.026,18:45:40,,18:45:40,,18:45:40,0.028,18:45:40,0.03,18:45:40,0.023
11/11/2018,18:45:41,,18:45:41,,18:45:41,0.027,18:45:41,,18:45:41,,18:45:41,0.029,18:45:41,0.031,18:45:41,0.023
11/11/2018,18:45:42,,18:45:42,,18:45:42,0.026,18:45:42,,18:45:42,,18:45:42,0.029,18:45:42,0.031,18:45:42,0.024
11/11/2018,18:45:43,,18:45:43,,18:45:43,0.025,18:45:43,,18:45:43,,18:45:43,0.03,18:45:43,0.031,18:45:43,0.024
11/11/2018,18:45:44,,18:45:44,,18:45:44,0.025,18:45:44,,18:45:44,,18:45:44,0.028,18:45:44,0.032,18:45:44,0.024
11/11/2018,18:45:45,,18:45:45,,18:45:45,0.025,18:45:45,,18:45:45,,18:45:45,0.029,18:45:45,0.034,18:45:45,0.023
11/11/2018,18:45:46,,18:45:46,,18:45:46,0.026,18:45:46,,18:45:46,,18:45:46,0.03,18:45:46,0.034,18:45:46,0.023
11/11/2018,18:45:47,,18:45:47,,18:45:47,0.026,18:45:47,,18:45:47,,18:45:47,0.028,18:45:47,0.033,18:45:47,0.023
11/11/2018,18:45:48,,18:45:48,,18:45:48,0.026,18:45:48,,18:45:48,,18:45:48,0.029,18:45:48,0.032,18:45:48,0.023
11/11/2018,18:45:49,,18:45:49,,18:45:49,0.027,18:45:49,,18:45:49,,18:45:49,0.03,18:45:49,0.031,18:45:49,0.023
11/11/2018,18:45:50,,18:45:50,,18:45:50,0.027,18:45:50,,18:45:50,,18:45:50,0.029,18:45:50,0.031,18:45:50,0.023
11/11/2018,18:45:51,,18:45:51,,18:45:51,0.026,18:45:51,,18:45:51,,18:45:51,0.028,18:45:51,0.032,18:45:51,0.022
11/11/2018,18:45:52,,18:45:52,,18:45:52,0.027,18:45:52,,18:45:52,,18:45:52,0.028,18:45:52,0.031,18:45:52,0.023
11/11/2018,18:45:53,,18:45:53,,18:45:53,0.027,18:45:53,,18:45:53,,18:45:53,0.03,18:45:53,0.032,18:45:53,0.024
11/11/2018,18:45:54,,18:45:54,,18:45:54,0.025,18:45:54,,18:45:54,,18:45:54,0.03,18:45:54,0.032,18:45:54,0.023
11/11/2018,18:45:55,,18:45:55,,18:45:55,0.027,18:45:55,,18:45:55,,18:45:55,0.029,18:45:55,0.033,18:45:55,0.023
11/11/2018,18:45:56,,18:45:56,,18:45:56,0.033,18:45:56,,18:45:56,,18:45:56,0.03,18:45:56,0.033,18:45:56,0.022
11/11/2018,18:45:57,,18:45:57,,18:45:57,0.033,18:45:57,,18:45:57,,18:45:57,0.031,18:45:57,0.032,18:45:57,0.023
11/11/2018,18:45:58,,18:45:58,,18:45:58,0.026,18:45:58,,18:45:58,,18:45:58,0.03,18:45:58,0.032,18:45:58,0.024
11/11/2018,18:45:59,,18:45:59,,18:45:59,0.027,18:45:59,,18:45:59,,18:45:59,0.03,18:45:59,0.034,18:45:59,0.027
11/11/2018,18:46:00,,18:46:00,,18:46:00,0.027,18:46:00,,18:46:00,,18:46:00,0.03,18:46:00,0.034,18:46:00,0.027
11/11/2018,18:46:01,,18:46:01,,18:46:01,0.026,18:46:01,,18:46:01,,18:46:01,0.032,18:46:01,0.032,18:46:01,0.023
11/11/2018,18:46:02,,18:46:02,,18:46:02,0.026,18:46:02,,18:46:02,,18:46:02,0.029,18:46:02,0.032,18:46:02,0.023
11/11/2018,18:46:03,,18:46:03,,18:46:03,0.024,18:46:03,,18:46:03,,18:46:03,0.03,18:46:03,0.031,18:46:03,0.024
11/11/2018,18:46:04,,18:46:04,,18:46:04,0.025,18:46:04,,18:46:04,,18:46:04,0.03,18:46:04,0.032,18:46:04,0.023
11/11/2018,18:46:05,,18:46:05,,18:46:05,0.027,18:46:05,,18:46:05,,18:46:05,0.03,18:46:05,0.032,18:46:05,0.023
11/11/2018,18:46:06,,18:46:06,,18:46:06,0.026,18:46:06,,18:46:06,,18:46:06,0.029,18:46:06,0.032,18:46:06,0.025
11/11/2018,18:46:07,,18:46:07,,18:46:07,0.024,18:46:07,,18:46:07,,18:46:07,0.031,18:46:07,0.032,18:46:07,0.024
11/11/2018,18:46:08,,18:46:08,,18:46:08,0.023,18:46:08,,18:46:08,,18:46:08,0.031,18:46:08,0.032,18:46:08,0.023
11/11/2018,18:46:09,,18:46:09,,18:46:09,0.029,18:46:09,,18:46:09,,18:46:09,0.029,18:46:09,0.031,18:46:09,0.024
11/11/2018,18:46:10,,18:46:10,,18:46:10,0.032,18:46:10,,18:46:10,,18:46:10,0.029,18:46:10,0.032,18:46:10,0.025
11/11/2018,18:46:11,,18:46:11,,18:46:11,0.027,18:46:11,,18:46:11,,18:46:11,0.03,18:46:11,0.033,18:46:11,0.024
11/11/2018,18:46:12,,18:46:12,,18:46:12,0.029,18:46:12,,18:46:12,,18:46:12,0.03,18:46:12,0.034,18:46:12,0.023
11/11/2018,18:46:13,,18:46:13,,18:46:13,0.029,18:46:13,,18:46:13,,18:46:13,0.031,18:46:13,0.034,18:46:13,0.023
11/11/2018,18:46:14,,18:46:14,,18:46:14,0.025,18:46:14,,18:46:14,,18:46:14,0.03,18:46:14,0.033,18:46:14,0.023
11/11/2018,18:46:15,,18:46:15,,18:46:15,0.025,18:46:15,,18:46:15,,18:46:15,0.03,18:46:15,0.034,18:46:15,0.024
11/11/2018,18:46:16,,18:46:16,,18:46:16,0.025,18:46:16,,18:46:16,,18:46:16,0.031,18:46:16,0.034,18:46:16,0.022
11/11/2018,18:46:17,,18:46:17,,18:46:17,0.029,18:46:17,,18:46:17,,18:46:17,0.03,18:46:17,0.032,18:46:17,0.022
11/11/2018,18:46:18,,18:46:18,,18:46:18,0.03,18:46:18,,18:46:18,,18:46:18,0.03,18:46:18,0.034,18:46:18,0.023
11/11/2018,18:46:19,,18:46:19,,18:46:19,0.025,18:46:19,,18:46:19,,18:46:19,0.031,18:46:19,0.035,18:46:19,0.023
11/11/2018,18:46:20,,18:46:20,,18:46:20,0.026,18:46:20,,18:46:20,,18:46:20,0.03,18:46:20,0.034,18:46:20,0.023
11/11/2018,18:46:21,,18:46:21,,18:46:21,0.024,18:46:21,,18:46:21,,18:46:21,0.03,18:46:21,0.033,18:46:21,0.022
11/11/2018,18:46:22,,18:46:22,,18:46:22,0.026,18:46:22,,18:46:22,,18:46:22,0.029,18:46:22,0.033,18:46:22,0.023
11/11/2018,18:46:23,,18:46:23,,18:46:23,0.028,18:46:23,,18:46:23,,18:46:23,0.03,18:46:23,0.033,18:46:23,0.022
11/11/2018,18:46:24,,18:46:24,,18:46:24,0.027,18:46:24,,18:46:24,,18:46:24,0.031,18:46:24,0.034,18:46:24,0.023
11/11/2018,18:46:25,,18:46:25,,18:46:25,0.027,18:46:25,,18:46:25,,18:46:25,0.031,18:46:25,0.036,18:46:25,0.024
11/11/2018,18:46:26,,18:46:26,,18:46:26,0.026,18:46:26,,18:46:26,,18:46:26,0.03,18:46:26,0.035,18:46:26,0.023
11/11/2018,18:46:27,,18:46:27,,18:46:27,0.026,18:46:27,,18:46:27,,18:46:27,0.031,18:46:27,0.034,18:46:27,0.022
11/11/2018,18:46:28,,18:46:28,,18:46:28,0.025,18:46:28,,18:46:28,,18:46:28,0.032,18:46:28,0.035,18:46:28,0.023
11/11/2018,18:46:29,,18:46:29,,18:46:29,0.029,18:46:29,,18:46:29,,18:46:29,0.029,18:46:29,0.035,18:46:29,0.024
11/11/2018,18:46:30,,18:46:30,,18:46:30,0.031,18:46:30,,18:46:30,,18:46:30,0.03,18:46:30,0.034,18:46:30,0.024
11/11/2018,18:46:31,,18:46:31,,18:46:31,0.026,18:46:31,,18:46:31,,18:46:31,0.03,18:46:31,0.033,18:46:31,0.024
11/11/2018,18:46:32,,18:46:32,,18:46:32,0.024,18:46:32,,18:46:32,,18:46:32,0.029,18:46:32,0.031,18:46:32,0.024
11/11/2018,18:46:33,,18:46:33,,18:46:33,0.024,18:46:33,,18:46:33,,18:46:33,0.029,18:46:33,0.033,18:46:33,0.024
11/11/2018,18:46:34,,18:46:34,,18:46:34,0.025,18:46:34,,18:46:34,,18:46:34,0.03,18:46:34,0.033,18:46:34,0.023
11/11/2018,18:46:35,,18:46:35,,18:46:35,0.026,18:46:35,,18:46:35,,18:46:35,0.029,18:46:35,0.034,18:46:35,0.023
11/11/2018,18:46:36,,18:46:36,,18:46:36,0.025,18:46:36,,18:46:36,,18:46:36,0.03,18:46:36,0.033,18:46:36,0.022
11/11/2018,18:46:37,,18:46:37,,18:46:37,0.025,18:46:37,,18:46:37,,18:46:37,0.031,18:46:37,0.034,18:46:37,0.022
11/11/2018,18:46:38,,18:46:38,,18:46:38,0.025,18:46:38,,18:46:38,,18:46:38,0.032,18:46:38,0.033,18:46:38,0.022
11/11/2018,18:46:39,,18:46:39,,18:46:39,0.026,18:46:39,,18:46:39,,18:46:39,0.03,18:46:39,0.033,18:46:39,0.022
11/11/2018,18:46:40,,18:46:40,,18:46:40,0.025,18:46:40,,18:46:40,,18:46:40,0.031,18:46:40,0.035,18:46:40,0.023
11/11/2018,18:46:41,,18:46:41,,18:46:41,0.024,18:46:41,,18:46:41,,18:46:41,0.032,18:46:41,0.036,18:46:41,0.024
11/11/2018,18:46:42,,18:46:42,,18:46:42,0.025,18:46:42,,18:46:42,,18:46:42,0.033,18:46:42,0.034,18:46:42,0.023
11/11/2018,18:46:43,,18:46:43,,18:46:43,0.027,18:46:43,,18:46:43,,18:46:43,0.033,18:46:43,0.034,18:46:43,0.022
11/11/2018,18:46:44,,18:46:44,,18:46:44,0.025,18:46:44,,18:46:44,,18:46:44,0.032,18:46:44,0.034,18:46:44,0.022
11/11/2018,18:46:45,,18:46:45,,18:46:45,0.026,18:46:45,,18:46:45,,18:46:45,0.031,18:46:45,0.033,18:46:45,0.023
11/11/2018,18:46:46,,18:46:46,,18:46:46,0.026,18:46:46,,18:46:46,,18:46:46,0.03,18:46:46,0.033,18:46:46,0.021
11/11/2018,18:46:47,,18:46:47,,18:46:47,0.026,18:46:47,,18:46:47,,18:46:47,0.032,18:46:47,0.035,18:46:47,0.021
11/11/2018,18:46:48,,18:46:48,,18:46:48,0.026,18:46:48,,18:46:48,,18:46:48,0.031,18:46:48,0.034,18:46:48,0.022
11/11/2018,18:46:49,,18:46:49,,18:46:49,0.024,18:46:49,,18:46:49,,18:46:49,0.032,18:46:49,0.034,18:46:49,0.022
11/11/2018,18:46:50,,18:46:50,,18:46:50,0.025,18:46:50,,18:46:50,,18:46:50,0.031,18:46:50,0.034,18:46:50,0.022
11/11/2018,18:46:51,,18:46:51,,18:46:51,0.027,18:46:51,,18:46:51,,18:46:51,0.031,18:46:51,0.036,18:46:51,0.022
11/11/2018,18:46:52,,18:46:52,,18:46:52,0.027,18:46:52,,18:46:52,,18:46:52,0.032,18:46:52,0.036,18:46:52,0.023
11/11/2018,18:46:53,,18:46:53,,18:46:53,0.026,18:46:53,,18:46:53,,18:46:53,0.032,18:46:53,0.035,18:46:53,0.022
11/11/2018,18:46:54,,18:46:54,,18:46:54,0.026,18:46:54,,18:46:54,,18:46:54,0.032,18:46:54,0.033,18:46:54,0.022
11/11/2018,18:46:55,,18:46:55,,18:46:55,0.026,18:46:55,,18:46:55,,18:46:55,0.035,18:46:55,0.032,18:46:55,0.022
11/11/2018,18:46:56,,18:46:56,,18:46:56,0.026,18:46:56,,18:46:56,,18:46:56,0.035,18:46:56,0.034,18:46:56,0.022
11/11/2018,18:46:57,,18:46:57,,18:46:57,0.027,18:46:57,,18:46:57,,18:46:57,0.034,18:46:57,0.035,18:46:57,0.021
11/11/2018,18:46:58,,18:46:58,,18:46:58,0.025,18:46:58,,18:46:58,,18:46:58,0.032,18:46:58,0.033,18:46:58,0.023
11/11/2018,18:46:59,,18:46:59,,18:46:59,0.026,18:46:59,,18:46:59,,18:46:59,0.032,18:46:59,0.034,18:46:59,0.023
11/11/2018,18:47:00,,18:47:00,,18:47:00,0.027,18:47:00,,18:47:00,,18:47:00,0.031,18:47:00,0.035,18:47:00,0.023
