,,DT6,,DT7,,DT8,,DT2,,DT3,,DT10,,DT9,,DT5,
10/11/2018,23:32:18,,23:32:18,,23:32:18,,23:32:18,,23:32:18,,23:32:18,,23:32:18,,23:32:18,0,
10/11/2018,23:32:19,,23:32:19,,23:32:19,,23:32:19,,23:32:19,,23:32:19,,23:32:19,,23:32:19,0,
10/11/2018,23:32:20,,23:32:20,,23:32:20,,23:32:20,,23:32:20,,23:32:20,,23:32:20,,23:32:20,0,
10/11/2018,23:32:21,,23:32:21,,23:32:21,,23:32:21,,23:32:21,,23:32:21,,23:32:21,,23:32:21,0,
10/11/2018,23:32:22,,23:32:22,,23:32:22,,23:32:22,,23:32:22,,23:32:22,,23:32:22,,23:32:22,0,
10/11/2018,23:32:23,,23:32:23,,23:32:23,,23:32:23,,23:32:23,,23:32:23,,23:32:23,,23:32:23,0,
10/11/2018,23:32:24,,23:32:24,,23:32:24,,23:32:24,,23:32:24,,23:32:24,,23:32:24,,23:32:24,0,
10/11/2018,23:32:25,,23:32:25,,23:32:25,,23:32:25,,23:32:25,,23:32:25,,23:32:25,,23:32:25,0,
10/11/2018,23:32:26,,23:32:26,,23:32:26,,23:32:26,,23:32:26,,23:32:26,,23:32:26,,23:32:26,0,
10/11/2018,23:32:27,,23:32:27,,23:32:27,,23:32:27,,23:32:27,,23:32:27,,23:32:27,,23:32:27,0,
10/11/2018,23:32:28,,23:32:28,,23:32:28,,23:32:28,,23:32:28,,23:32:28,,23:32:28,,23:32:28,0,
10/11/2018,23:32:29,,23:32:29,,23:32:29,,23:32:29,,23:32:29,,23:32:29,,23:32:29,,23:32:29,0,
10/11/2018,23:32:30,,23:32:30,,23:32:30,,23:32:30,,23:32:30,,23:32:30,,23:32:30,,23:32:30,0,
10/11/2018,23:32:31,,23:32:31,,23:32:31,,23:32:31,,23:32:31,,23:32:31,,23:32:31,,23:32:31,0,
10/11/2018,23:32:32,,23:32:32,,23:32:32,,23:32:32,,23:32:32,,23:32:32,,23:32:32,,23:32:32,0,
10/11/2018,23:32:33,,23:32:33,,23:32:33,,23:32:33,,23:32:33,,23:32:33,,23:32:33,,23:32:33,0,
10/11/2018,23:32:34,,23:32:34,,23:32:34,,23:32:34,,23:32:34,,23:32:34,,23:32:34,,23:32:34,0,
10/11/2018,23:32:35,,23:32:35,,23:32:35,,23:32:35,,23:32:35,,23:32:35,,23:32:35,,23:32:35,0,
10/11/2018,23:32:36,,23:32:36,,23:32:36,,23:32:36,,23:32:36,,23:32:36,,23:32:36,,23:32:36,0,
10/11/2018,23:32:37,,23:32:37,,23:32:37,,23:32:37,,23:32:37,,23:32:37,,23:32:37,,23:32:37,0,
10/11/2018,23:32:38,,23:32:38,,23:32:38,,23:32:38,,23:32:38,,23:32:38,,23:32:38,,23:32:38,0,
10/11/2018,23:32:39,,23:32:39,,23:32:39,,23:32:39,,23:32:39,,23:32:39,,23:32:39,,23:32:39,0,
10/11/2018,23:32:40,,23:32:40,,23:32:40,,23:32:40,,23:32:40,,23:32:40,,23:32:40,,23:32:40,0,
10/11/2018,23:32:41,,23:32:41,,23:32:41,,23:32:41,,23:32:41,,23:32:41,,23:32:41,,23:32:41,0,
10/11/2018,23:32:42,,23:32:42,,23:32:42,,23:32:42,,23:32:42,,23:32:42,,23:32:42,,23:32:42,0,
10/11/2018,23:32:43,,23:32:43,,23:32:43,,23:32:43,,23:32:43,,23:32:43,,23:32:43,,23:32:43,0,
10/11/2018,23:32:44,,23:32:44,,23:32:44,,23:32:44,,23:32:44,,23:32:44,,23:32:44,,23:32:44,0,
10/11/2018,23:32:45,,23:32:45,,23:32:45,,23:32:45,,23:32:45,,23:32:45,,23:32:45,,23:32:45,0,
10/11/2018,23:32:46,,23:32:46,,23:32:46,,23:32:46,,23:32:46,,23:32:46,,23:32:46,,23:32:46,0,
10/11/2018,23:32:47,,23:32:47,,23:32:47,,23:32:47,,23:32:47,,23:32:47,,23:32:47,,23:32:47,0,
10/11/2018,23:32:48,,23:32:48,,23:32:48,,23:32:48,,23:32:48,,23:32:48,,23:32:48,,23:32:48,0,
10/11/2018,23:32:49,,23:32:49,,23:32:49,,23:32:49,,23:32:49,,23:32:49,,23:32:49,,23:32:49,0,
10/11/2018,23:32:50,,23:32:50,,23:32:50,,23:32:50,,23:32:50,,23:32:50,,23:32:50,,23:32:50,0,
10/11/2018,23:32:51,,23:32:51,,23:32:51,,23:32:51,,23:32:51,,23:32:51,,23:32:51,,23:32:51,0,
10/11/2018,23:32:52,,23:32:52,,23:32:52,,23:32:52,,23:32:52,,23:32:52,,23:32:52,,23:32:52,0,
10/11/2018,23:32:53,,23:32:53,,23:32:53,,23:32:53,,23:32:53,,23:32:53,,23:32:53,,23:32:53,0,
10/11/2018,23:32:54,,23:32:54,,23:32:54,,23:32:54,,23:32:54,,23:32:54,,23:32:54,,23:32:54,0,
10/11/2018,23:32:55,,23:32:55,,23:32:55,,23:32:55,,23:32:55,,23:32:55,,23:32:55,,23:32:55,0,
10/11/2018,23:32:56,,23:32:56,,23:32:56,,23:32:56,,23:32:56,,23:32:56,,23:32:56,,23:32:56,0,
10/11/2018,23:32:57,,23:32:57,,23:32:57,,23:32:57,,23:32:57,,23:32:57,,23:32:57,,23:32:57,0,
10/11/2018,23:32:58,,23:32:58,,23:32:58,,23:32:58,,23:32:58,,23:32:58,,23:32:58,,23:32:58,0,
10/11/2018,23:32:59,,23:32:59,,23:32:59,,23:32:59,,23:32:59,,23:32:59,,23:32:59,,23:32:59,0,
10/11/2018,23:33:00,,23:33:00,,23:33:00,,23:33:00,,23:33:00,,23:33:00,,23:33:00,,23:33:00,0,
10/11/2018,23:33:01,,23:33:01,,23:33:01,,23:33:01,,23:33:01,,23:33:01,,23:33:01,,23:33:01,0,
10/11/2018,23:33:02,,23:33:02,,23:33:02,,23:33:02,,23:33:02,,23:33:02,,23:33:02,,23:33:02,0,
10/11/2018,23:33:03,,23:33:03,,23:33:03,,23:33:03,,23:33:03,,23:33:03,,23:33:03,,23:33:03,0,
10/11/2018,23:33:04,,23:33:04,,23:33:04,,23:33:04,,23:33:04,,23:33:04,,23:33:04,,23:33:04,0,
10/11/2018,23:33:05,,23:33:05,,23:33:05,,23:33:05,,23:33:05,,23:33:05,,23:33:05,,23:33:05,0,
10/11/2018,23:33:06,,23:33:06,,23:33:06,,23:33:06,,23:33:06,,23:33:06,,23:33:06,,23:33:06,0,
10/11/2018,23:33:07,,23:33:07,,23:33:07,,23:33:07,,23:33:07,,23:33:07,,23:33:07,,23:33:07,0,
10/11/2018,23:33:08,,23:33:08,,23:33:08,,23:33:08,,23:33:08,,23:33:08,,23:33:08,,23:33:08,0,
10/11/2018,23:33:09,,23:33:09,,23:33:09,,23:33:09,,23:33:09,,23:33:09,,23:33:09,,23:33:09,0,
10/11/2018,23:33:10,,23:33:10,,23:33:10,,23:33:10,,23:33:10,,23:33:10,,23:33:10,,23:33:10,0,
10/11/2018,23:33:11,,23:33:11,,23:33:11,,23:33:11,,23:33:11,,23:33:11,,23:33:11,,23:33:11,0,
10/11/2018,23:33:12,,23:33:12,,23:33:12,,23:33:12,,23:33:12,,23:33:12,,23:33:12,,23:33:12,0,
10/11/2018,23:33:13,,23:33:13,,23:33:13,,23:33:13,,23:33:13,,23:33:13,,23:33:13,,23:33:13,0,
10/11/2018,23:33:14,,23:33:14,,23:33:14,,23:33:14,,23:33:14,,23:33:14,,23:33:14,,23:33:14,0,
10/11/2018,23:33:15,,23:33:15,,23:33:15,,23:33:15,,23:33:15,,23:33:15,,23:33:15,,23:33:15,0,
10/11/2018,23:33:16,,23:33:16,,23:33:16,,23:33:16,,23:33:16,,23:33:16,,23:33:16,,23:33:16,0,
10/11/2018,23:33:17,,23:33:17,,23:33:17,,23:33:17,,23:33:17,,23:33:17,,23:33:17,,23:33:17,0,
10/11/2018,23:33:18,,23:33:18,,23:33:18,,23:33:18,,23:33:18,,23:33:18,,23:33:18,,23:33:18,0,
10/11/2018,23:33:19,,23:33:19,,23:33:19,,23:33:19,,23:33:19,,23:33:19,,23:33:19,,23:33:19,0,
10/11/2018,23:33:20,,23:33:20,,23:33:20,,23:33:20,,23:33:20,,23:33:20,,23:33:20,,23:33:20,0,
10/11/2018,23:33:21,,23:33:21,,23:33:21,,23:33:21,,23:33:21,,23:33:21,,23:33:21,,23:33:21,0,
10/11/2018,23:33:22,,23:33:22,,23:33:22,,23:33:22,,23:33:22,,23:33:22,,23:33:22,,23:33:22,0,
10/11/2018,23:33:23,,23:33:23,,23:33:23,,23:33:23,,23:33:23,,23:33:23,,23:33:23,,23:33:23,0,
10/11/2018,23:33:24,,23:33:24,,23:33:24,,23:33:24,,23:33:24,,23:33:24,,23:33:24,,23:33:24,0,
10/11/2018,23:33:25,,23:33:25,,23:33:25,,23:33:25,,23:33:25,,23:33:25,,23:33:25,,23:33:25,0,
10/11/2018,23:33:26,,23:33:26,,23:33:26,,23:33:26,,23:33:26,,23:33:26,,23:33:26,,23:33:26,0,
10/11/2018,23:33:27,,23:33:27,,23:33:27,,23:33:27,,23:33:27,,23:33:27,,23:33:27,,23:33:27,0,
10/11/2018,23:33:28,,23:33:28,,23:33:28,,23:33:28,,23:33:28,,23:33:28,,23:33:28,,23:33:28,0,
10/11/2018,23:33:29,,23:33:29,,23:33:29,,23:33:29,,23:33:29,,23:33:29,,23:33:29,,23:33:29,0,
10/11/2018,23:33:30,,23:33:30,,23:33:30,,23:33:30,,23:33:30,,23:33:30,,23:33:30,,23:33:30,0,
10/11/2018,23:33:31,,23:33:31,,23:33:31,,23:33:31,,23:33:31,,23:33:31,,23:33:31,,23:33:31,0,
10/11/2018,23:33:32,,23:33:32,,23:33:32,,23:33:32,,23:33:32,,23:33:32,,23:33:32,,23:33:32,0,
10/11/2018,23:33:33,,23:33:33,,23:33:33,,23:33:33,,23:33:33,,23:33:33,,23:33:33,,23:33:33,0,
10/11/2018,23:33:34,,23:33:34,,23:33:34,,23:33:34,,23:33:34,,23:33:34,,23:33:34,,23:33:34,0,
10/11/2018,23:33:35,,23:33:35,,23:33:35,,23:33:35,,23:33:35,,23:33:35,,23:33:35,,23:33:35,0,
10/11/2018,23:33:36,,23:33:36,,23:33:36,,23:33:36,,23:33:36,,23:33:36,,23:33:36,,23:33:36,0,
10/11/2018,23:33:37,,23:33:37,,23:33:37,,23:33:37,,23:33:37,,23:33:37,,23:33:37,,23:33:37,0,
10/11/2018,23:33:38,,23:33:38,,23:33:38,,23:33:38,,23:33:38,,23:33:38,,23:33:38,,23:33:38,0,
10/11/2018,23:33:39,,23:33:39,,23:33:39,,23:33:39,,23:33:39,,23:33:39,,23:33:39,,23:33:39,0,
10/11/2018,23:33:40,,23:33:40,,23:33:40,,23:33:40,,23:33:40,,23:33:40,,23:33:40,,23:33:40,0,
10/11/2018,23:33:41,,23:33:41,,23:33:41,,23:33:41,,23:33:41,,23:33:41,,23:33:41,,23:33:41,0,
10/11/2018,23:33:42,,23:33:42,,23:33:42,,23:33:42,,23:33:42,,23:33:42,,23:33:42,,23:33:42,0,
10/11/2018,23:33:43,,23:33:43,,23:33:43,,23:33:43,,23:33:43,,23:33:43,,23:33:43,,23:33:43,0,
10/11/2018,23:33:44,,23:33:44,,23:33:44,,23:33:44,,23:33:44,,23:33:44,,23:33:44,,23:33:44,0,
10/11/2018,23:33:45,,23:33:45,,23:33:45,,23:33:45,,23:33:45,,23:33:45,,23:33:45,,23:33:45,0,
10/11/2018,23:33:46,,23:33:46,,23:33:46,,23:33:46,,23:33:46,,23:33:46,,23:33:46,,23:33:46,0,
10/11/2018,23:33:47,,23:33:47,,23:33:47,,23:33:47,,23:33:47,,23:33:47,,23:33:47,,23:33:47,0,
10/11/2018,23:33:48,,23:33:48,,23:33:48,,23:33:48,,23:33:48,,23:33:48,,23:33:48,,23:33:48,0,
10/11/2018,23:33:49,,23:33:49,,23:33:49,,23:33:49,,23:33:49,,23:33:49,,23:33:49,,23:33:49,0,
10/11/2018,23:33:50,,23:33:50,,23:33:50,,23:33:50,,23:33:50,,23:33:50,,23:33:50,,23:33:50,0,
10/11/2018,23:33:51,,23:33:51,,23:33:51,,23:33:51,,23:33:51,,23:33:51,,23:33:51,,23:33:51,0,
10/11/2018,23:33:52,,23:33:52,,23:33:52,,23:33:52,,23:33:52,,23:33:52,,23:33:52,,23:33:52,0,
10/11/2018,23:33:53,,23:33:53,,23:33:53,,23:33:53,,23:33:53,,23:33:53,,23:33:53,,23:33:53,0,
10/11/2018,23:33:54,,23:33:54,,23:33:54,,23:33:54,,23:33:54,,23:33:54,,23:33:54,,23:33:54,0,
10/11/2018,23:33:55,,23:33:55,,23:33:55,,23:33:55,,23:33:55,,23:33:55,,23:33:55,,23:33:55,0,
10/11/2018,23:33:56,,23:33:56,,23:33:56,,23:33:56,,23:33:56,,23:33:56,,23:33:56,,23:33:56,0,
10/11/2018,23:33:57,,23:33:57,,23:33:57,,23:33:57,,23:33:57,,23:33:57,,23:33:57,,23:33:57,0,
10/11/2018,23:33:58,,23:33:58,,23:33:58,,23:33:58,,23:33:58,,23:33:58,,23:33:58,,23:33:58,0,
10/11/2018,23:33:59,,23:33:59,,23:33:59,,23:33:59,,23:33:59,,23:33:59,,23:33:59,,23:33:59,0,
10/11/2018,23:34:00,,23:34:00,,23:34:00,,23:34:00,,23:34:00,,23:34:00,,23:34:00,,23:34:00,0,
10/11/2018,23:34:01,,23:34:01,,23:34:01,,23:34:01,,23:34:01,,23:34:01,,23:34:01,,23:34:01,0,
10/11/2018,23:34:02,,23:34:02,,23:34:02,,23:34:02,,23:34:02,,23:34:02,,23:34:02,,23:34:02,0,
10/11/2018,23:34:03,,23:34:03,,23:34:03,,23:34:03,,23:34:03,,23:34:03,,23:34:03,,23:34:03,0,
10/11/2018,23:34:04,,23:34:04,,23:34:04,,23:34:04,,23:34:04,,23:34:04,,23:34:04,,23:34:04,0,
10/11/2018,23:34:05,,23:34:05,,23:34:05,,23:34:05,,23:34:05,,23:34:05,,23:34:05,,23:34:05,0,
10/11/2018,23:34:06,,23:34:06,,23:34:06,,23:34:06,,23:34:06,,23:34:06,,23:34:06,,23:34:06,0,
10/11/2018,23:34:07,,23:34:07,,23:34:07,,23:34:07,,23:34:07,,23:34:07,,23:34:07,,23:34:07,0,
10/11/2018,23:34:08,,23:34:08,,23:34:08,,23:34:08,,23:34:08,,23:34:08,,23:34:08,,23:34:08,0,
10/11/2018,23:34:09,,23:34:09,,23:34:09,,23:34:09,,23:34:09,,23:34:09,,23:34:09,,23:34:09,0,
10/11/2018,23:34:10,,23:34:10,,23:34:10,,23:34:10,,23:34:10,,23:34:10,,23:34:10,,23:34:10,0,
10/11/2018,23:34:11,,23:34:11,,23:34:11,,23:34:11,,23:34:11,,23:34:11,,23:34:11,,23:34:11,0,
10/11/2018,23:34:12,,23:34:12,,23:34:12,,23:34:12,,23:34:12,,23:34:12,,23:34:12,,23:34:12,0,
10/11/2018,23:34:13,,23:34:13,,23:34:13,,23:34:13,,23:34:13,,23:34:13,,23:34:13,,23:34:13,0,
10/11/2018,23:34:14,,23:34:14,,23:34:14,,23:34:14,,23:34:14,,23:34:14,,23:34:14,,23:34:14,0,
10/11/2018,23:34:15,,23:34:15,,23:34:15,,23:34:15,,23:34:15,,23:34:15,,23:34:15,,23:34:15,0,
10/11/2018,23:34:16,,23:34:16,,23:34:16,,23:34:16,,23:34:16,,23:34:16,,23:34:16,,23:34:16,0,
10/11/2018,23:34:17,,23:34:17,,23:34:17,,23:34:17,,23:34:17,,23:34:17,,23:34:17,,23:34:17,0,
10/11/2018,23:34:18,,23:34:18,,23:34:18,,23:34:18,,23:34:18,,23:34:18,,23:34:18,,23:34:18,0,
10/11/2018,23:34:19,,23:34:19,,23:34:19,,23:34:19,,23:34:19,,23:34:19,,23:34:19,,23:34:19,0,
10/11/2018,23:34:20,,23:34:20,,23:34:20,,23:34:20,,23:34:20,,23:34:20,,23:34:20,,23:34:20,0,
10/11/2018,23:34:21,,23:34:21,,23:34:21,,23:34:21,,23:34:21,,23:34:21,,23:34:21,,23:34:21,0,
10/11/2018,23:34:22,,23:34:22,,23:34:22,,23:34:22,,23:34:22,,23:34:22,,23:34:22,,23:34:22,0,
10/11/2018,23:34:23,,23:34:23,,23:34:23,,23:34:23,,23:34:23,,23:34:23,,23:34:23,,23:34:23,0,
10/11/2018,23:34:24,,23:34:24,,23:34:24,,23:34:24,,23:34:24,,23:34:24,,23:34:24,,23:34:24,0,
10/11/2018,23:34:25,,23:34:25,,23:34:25,,23:34:25,,23:34:25,,23:34:25,,23:34:25,,23:34:25,0,
10/11/2018,23:34:26,,23:34:26,,23:34:26,,23:34:26,,23:34:26,,23:34:26,,23:34:26,,23:34:26,0,
10/11/2018,23:34:27,,23:34:27,,23:34:27,,23:34:27,,23:34:27,,23:34:27,,23:34:27,,23:34:27,0,
10/11/2018,23:34:28,,23:34:28,,23:34:28,,23:34:28,,23:34:28,,23:34:28,,23:34:28,,23:34:28,0,
10/11/2018,23:34:29,,23:34:29,,23:34:29,,23:34:29,,23:34:29,,23:34:29,,23:34:29,,23:34:29,0,
10/11/2018,23:34:30,,23:34:30,,23:34:30,,23:34:30,,23:34:30,,23:34:30,,23:34:30,,23:34:30,0,
10/11/2018,23:34:31,,23:34:31,,23:34:31,,23:34:31,,23:34:31,,23:34:31,,23:34:31,,23:34:31,0,
10/11/2018,23:34:32,,23:34:32,,23:34:32,,23:34:32,,23:34:32,,23:34:32,,23:34:32,,23:34:32,0,
10/11/2018,23:34:33,,23:34:33,,23:34:33,,23:34:33,,23:34:33,,23:34:33,,23:34:33,,23:34:33,0,
10/11/2018,23:34:34,,23:34:34,,23:34:34,,23:34:34,,23:34:34,,23:34:34,,23:34:34,,23:34:34,0,
10/11/2018,23:34:35,,23:34:35,,23:34:35,,23:34:35,,23:34:35,,23:34:35,,23:34:35,,23:34:35,0,
10/11/2018,23:34:36,,23:34:36,,23:34:36,,23:34:36,,23:34:36,,23:34:36,,23:34:36,,23:34:36,0,
10/11/2018,23:34:37,,23:34:37,,23:34:37,,23:34:37,,23:34:37,,23:34:37,,23:34:37,,23:34:37,0,
10/11/2018,23:34:38,,23:34:38,,23:34:38,,23:34:38,,23:34:38,,23:34:38,,23:34:38,,23:34:38,0,
10/11/2018,23:34:39,,23:34:39,,23:34:39,,23:34:39,,23:34:39,,23:34:39,,23:34:39,,23:34:39,0,
10/11/2018,23:34:40,,23:34:40,,23:34:40,,23:34:40,,23:34:40,,23:34:40,,23:34:40,,23:34:40,0,
10/11/2018,23:34:41,,23:34:41,,23:34:41,,23:34:41,,23:34:41,,23:34:41,,23:34:41,,23:34:41,0,
10/11/2018,23:34:42,,23:34:42,,23:34:42,,23:34:42,,23:34:42,,23:34:42,,23:34:42,,23:34:42,0,
10/11/2018,23:34:43,,23:34:43,,23:34:43,,23:34:43,,23:34:43,,23:34:43,,23:34:43,,23:34:43,0,
10/11/2018,23:34:44,,23:34:44,,23:34:44,,23:34:44,,23:34:44,,23:34:44,,23:34:44,,23:34:44,0,
10/11/2018,23:34:45,,23:34:45,,23:34:45,,23:34:45,,23:34:45,,23:34:45,,23:34:45,,23:34:45,0,
10/11/2018,23:34:46,,23:34:46,,23:34:46,,23:34:46,,23:34:46,,23:34:46,,23:34:46,,23:34:46,0,
10/11/2018,23:34:47,,23:34:47,,23:34:47,,23:34:47,,23:34:47,,23:34:47,,23:34:47,,23:34:47,0,
10/11/2018,23:34:48,,23:34:48,,23:34:48,,23:34:48,,23:34:48,,23:34:48,,23:34:48,,23:34:48,0,
10/11/2018,23:34:49,,23:34:49,,23:34:49,,23:34:49,,23:34:49,,23:34:49,,23:34:49,,23:34:49,0,
10/11/2018,23:34:50,,23:34:50,,23:34:50,,23:34:50,,23:34:50,,23:34:50,,23:34:50,,23:34:50,0,
10/11/2018,23:34:51,,23:34:51,,23:34:51,,23:34:51,,23:34:51,,23:34:51,,23:34:51,,23:34:51,0,
10/11/2018,23:34:52,,23:34:52,,23:34:52,,23:34:52,,23:34:52,,23:34:52,,23:34:52,,23:34:52,0,
10/11/2018,23:34:53,,23:34:53,,23:34:53,,23:34:53,,23:34:53,,23:34:53,,23:34:53,,23:34:53,0,
10/11/2018,23:34:54,,23:34:54,,23:34:54,,23:34:54,,23:34:54,,23:34:54,,23:34:54,,23:34:54,0,
10/11/2018,23:34:55,,23:34:55,,23:34:55,,23:34:55,,23:34:55,,23:34:55,,23:34:55,,23:34:55,0,
10/11/2018,23:34:56,,23:34:56,,23:34:56,,23:34:56,,23:34:56,,23:34:56,,23:34:56,,23:34:56,0,
10/11/2018,23:34:57,,23:34:57,,23:34:57,,23:34:57,,23:34:57,,23:34:57,,23:34:57,,23:34:57,0,
10/11/2018,23:34:58,,23:34:58,,23:34:58,,23:34:58,,23:34:58,,23:34:58,,23:34:58,,23:34:58,0,
10/11/2018,23:34:59,,23:34:59,,23:34:59,,23:34:59,,23:34:59,,23:34:59,,23:34:59,,23:34:59,0,
10/11/2018,23:35:00,,23:35:00,,23:35:00,,23:35:00,,23:35:00,,23:35:00,,23:35:00,,23:35:00,0,
10/11/2018,23:35:01,,23:35:01,,23:35:01,,23:35:01,,23:35:01,,23:35:01,,23:35:01,,23:35:01,0,
10/11/2018,23:35:02,,23:35:02,,23:35:02,,23:35:02,,23:35:02,,23:35:02,,23:35:02,,23:35:02,0,
10/11/2018,23:35:03,,23:35:03,,23:35:03,,23:35:03,,23:35:03,,23:35:03,,23:35:03,,23:35:03,0,
10/11/2018,23:35:04,,23:35:04,,23:35:04,,23:35:04,,23:35:04,,23:35:04,,23:35:04,,23:35:04,0,
10/11/2018,23:35:05,,23:35:05,,23:35:05,,23:35:05,,23:35:05,,23:35:05,,23:35:05,,23:35:05,0,
10/11/2018,23:35:06,,23:35:06,,23:35:06,,23:35:06,,23:35:06,,23:35:06,,23:35:06,,23:35:06,0,
10/11/2018,23:35:07,,23:35:07,,23:35:07,,23:35:07,,23:35:07,,23:35:07,,23:35:07,,23:35:07,0,
10/11/2018,23:35:08,,23:35:08,,23:35:08,,23:35:08,,23:35:08,,23:35:08,,23:35:08,,23:35:08,0,
10/11/2018,23:35:09,,23:35:09,,23:35:09,,23:35:09,,23:35:09,,23:35:09,,23:35:09,,23:35:09,0,
10/11/2018,23:35:10,,23:35:10,,23:35:10,,23:35:10,,23:35:10,,23:35:10,,23:35:10,,23:35:10,0,
10/11/2018,23:35:11,,23:35:11,,23:35:11,,23:35:11,,23:35:11,,23:35:11,,23:35:11,,23:35:11,0,
10/11/2018,23:35:12,,23:35:12,,23:35:12,,23:35:12,,23:35:12,,23:35:12,,23:35:12,,23:35:12,0,
10/11/2018,23:35:13,,23:35:13,,23:35:13,,23:35:13,,23:35:13,,23:35:13,,23:35:13,,23:35:13,0,
10/11/2018,23:35:14,,23:35:14,,23:35:14,,23:35:14,,23:35:14,,23:35:14,,23:35:14,,23:35:14,0,
10/11/2018,23:35:15,,23:35:15,,23:35:15,,23:35:15,,23:35:15,,23:35:15,,23:35:15,,23:35:15,0,
10/11/2018,23:35:16,,23:35:16,,23:35:16,,23:35:16,,23:35:16,,23:35:16,,23:35:16,,23:35:16,0,
10/11/2018,23:35:17,,23:35:17,,23:35:17,,23:35:17,,23:35:17,,23:35:17,,23:35:17,,23:35:17,0,
10/11/2018,23:35:18,,23:35:18,,23:35:18,,23:35:18,,23:35:18,,23:35:18,,23:35:18,,23:35:18,0,
10/11/2018,23:35:19,,23:35:19,,23:35:19,,23:35:19,,23:35:19,,23:35:19,,23:35:19,,23:35:19,0,
10/11/2018,23:35:20,,23:35:20,,23:35:20,,23:35:20,,23:35:20,,23:35:20,,23:35:20,,23:35:20,0,
10/11/2018,23:35:21,,23:35:21,,23:35:21,,23:35:21,,23:35:21,,23:35:21,,23:35:21,,23:35:21,0,
10/11/2018,23:35:22,,23:35:22,,23:35:22,,23:35:22,,23:35:22,,23:35:22,,23:35:22,,23:35:22,0,
10/11/2018,23:35:23,,23:35:23,,23:35:23,,23:35:23,,23:35:23,,23:35:23,,23:35:23,,23:35:23,0,
10/11/2018,23:35:24,,23:35:24,,23:35:24,,23:35:24,,23:35:24,,23:35:24,,23:35:24,,23:35:24,0,
10/11/2018,23:35:25,,23:35:25,,23:35:25,,23:35:25,,23:35:25,,23:35:25,,23:35:25,,23:35:25,0,
10/11/2018,23:35:26,,23:35:26,,23:35:26,,23:35:26,,23:35:26,,23:35:26,,23:35:26,,23:35:26,0,
10/11/2018,23:35:27,,23:35:27,,23:35:27,,23:35:27,,23:35:27,,23:35:27,,23:35:27,,23:35:27,0,
10/11/2018,23:35:28,,23:35:28,,23:35:28,,23:35:28,,23:35:28,,23:35:28,,23:35:28,,23:35:28,0,
10/11/2018,23:35:29,,23:35:29,,23:35:29,,23:35:29,,23:35:29,,23:35:29,,23:35:29,,23:35:29,0,
10/11/2018,23:35:30,,23:35:30,,23:35:30,,23:35:30,,23:35:30,,23:35:30,,23:35:30,,23:35:30,0,
10/11/2018,23:35:31,,23:35:31,,23:35:31,,23:35:31,,23:35:31,,23:35:31,,23:35:31,,23:35:31,0,
10/11/2018,23:35:32,,23:35:32,,23:35:32,,23:35:32,,23:35:32,,23:35:32,,23:35:32,,23:35:32,0,
10/11/2018,23:35:33,,23:35:33,,23:35:33,,23:35:33,,23:35:33,,23:35:33,,23:35:33,,23:35:33,0,
10/11/2018,23:35:34,,23:35:34,,23:35:34,,23:35:34,,23:35:34,,23:35:34,,23:35:34,,23:35:34,0,
10/11/2018,23:35:35,,23:35:35,,23:35:35,,23:35:35,,23:35:35,,23:35:35,,23:35:35,,23:35:35,0,
10/11/2018,23:35:36,,23:35:36,,23:35:36,,23:35:36,,23:35:36,,23:35:36,,23:35:36,,23:35:36,0,
10/11/2018,23:35:37,,23:35:37,,23:35:37,,23:35:37,,23:35:37,,23:35:37,,23:35:37,,23:35:37,0,
10/11/2018,23:35:38,,23:35:38,,23:35:38,,23:35:38,,23:35:38,,23:35:38,,23:35:38,,23:35:38,0,
10/11/2018,23:35:39,,23:35:39,,23:35:39,,23:35:39,,23:35:39,,23:35:39,,23:35:39,,23:35:39,0,
10/11/2018,23:35:40,,23:35:40,,23:35:40,,23:35:40,,23:35:40,,23:35:40,,23:35:40,,23:35:40,0,
10/11/2018,23:35:41,,23:35:41,,23:35:41,,23:35:41,,23:35:41,,23:35:41,,23:35:41,,23:35:41,0,
10/11/2018,23:35:42,,23:35:42,,23:35:42,,23:35:42,,23:35:42,,23:35:42,,23:35:42,,23:35:42,0,
10/11/2018,23:35:43,,23:35:43,,23:35:43,,23:35:43,,23:35:43,,23:35:43,,23:35:43,,23:35:43,0,
10/11/2018,23:35:44,,23:35:44,,23:35:44,,23:35:44,,23:35:44,,23:35:44,,23:35:44,,23:35:44,0,
10/11/2018,23:35:45,,23:35:45,,23:35:45,,23:35:45,,23:35:45,,23:35:45,,23:35:45,,23:35:45,0,
10/11/2018,23:35:46,,23:35:46,,23:35:46,,23:35:46,,23:35:46,,23:35:46,,23:35:46,,23:35:46,0,
10/11/2018,23:35:47,,23:35:47,,23:35:47,,23:35:47,,23:35:47,,23:35:47,,23:35:47,,23:35:47,0,
10/11/2018,23:35:48,,23:35:48,,23:35:48,,23:35:48,,23:35:48,,23:35:48,,23:35:48,,23:35:48,0,
10/11/2018,23:35:49,,23:35:49,,23:35:49,,23:35:49,,23:35:49,,23:35:49,,23:35:49,,23:35:49,0,
10/11/2018,23:35:50,,23:35:50,,23:35:50,,23:35:50,,23:35:50,,23:35:50,,23:35:50,,23:35:50,0,
10/11/2018,23:35:51,,23:35:51,,23:35:51,,23:35:51,,23:35:51,,23:35:51,,23:35:51,,23:35:51,0,
