,,DT6,,DT7,,DT8,,DT2,,DT3,,DT10,,DT9,,DT5,
10/12/2018,0:58:06,,0:58:06,0.004,0:58:06,0.012,0:58:06,,0:58:06,-0.037,0:58:06,0.01,0:58:06,0.009,0:58:06,0,
10/12/2018,0:58:07,,0:58:07,0.004,0:58:07,0.012,0:58:07,,0:58:07,-0.034,0:58:07,0.012,0:58:07,0.009,0:58:07,0,
10/12/2018,0:58:08,,0:58:08,0.004,0:58:08,0.012,0:58:08,,0:58:08,-0.036,0:58:08,0.015,0:58:08,0.008,0:58:08,0,
10/12/2018,0:58:09,,0:58:09,0.005,0:58:09,0.012,0:58:09,,0:58:09,-0.038,0:58:09,0.012,0:58:09,0.009,0:58:09,0,
10/12/2018,0:58:10,,0:58:10,0.005,0:58:10,0.012,0:58:10,,0:58:10,-0.038,0:58:10,0.019,0:58:10,0.009,0:58:10,0,
10/12/2018,0:58:11,,0:58:11,0.005,0:58:11,0.011,0:58:11,,0:58:11,-0.038,0:58:11,0.022,0:58:11,0.009,0:58:11,0,
10/12/2018,0:58:12,,0:58:12,0.005,0:58:12,0.012,0:58:12,,0:58:12,-0.038,0:58:12,0.011,0:58:12,0.009,0:58:12,0,
10/12/2018,0:58:13,,0:58:13,0.006,0:58:13,0.012,0:58:13,,0:58:13,-0.039,0:58:13,0.01,0:58:13,0.009,0:58:13,0,
10/12/2018,0:58:14,,0:58:14,0.006,0:58:14,0.012,0:58:14,,0:58:14,-0.038,0:58:14,0.019,0:58:14,0.009,0:58:14,0,
10/12/2018,0:58:15,,0:58:15,0.005,0:58:15,0.012,0:58:15,,0:58:15,-0.033,0:58:15,0.021,0:58:15,0.009,0:58:15,0,
10/12/2018,0:58:16,,0:58:16,0.005,0:58:16,0.012,0:58:16,,0:58:16,-0.039,0:58:16,0.011,0:58:16,0.01,0:58:16,0,
10/12/2018,0:58:17,,0:58:17,0.006,0:58:17,0.016,0:58:17,,0:58:17,-0.038,0:58:17,0.009,0:58:17,0.009,0:58:17,0,
10/12/2018,0:58:18,,0:58:18,0.005,0:58:18,0.012,0:58:18,,0:58:18,-0.038,0:58:18,0.013,0:58:18,0.009,0:58:18,0,
10/12/2018,0:58:19,,0:58:19,0.005,0:58:19,0.012,0:58:19,,0:58:19,-0.038,0:58:19,0.015,0:58:19,0.008,0:58:19,0,
10/12/2018,0:58:20,,0:58:20,0.004,0:58:20,0.012,0:58:20,,0:58:20,-0.037,0:58:20,0.008,0:58:20,0.008,0:58:20,0,
10/12/2018,0:58:21,,0:58:21,0.004,0:58:21,0.012,0:58:21,,0:58:21,-0.038,0:58:21,0.009,0:58:21,0.009,0:58:21,0,
10/12/2018,0:58:22,,0:58:22,0.004,0:58:22,0.012,0:58:22,,0:58:22,-0.038,0:58:22,0.009,0:58:22,0.008,0:58:22,0,
10/12/2018,0:58:23,,0:58:23,0.004,0:58:23,0.011,0:58:23,,0:58:23,-0.038,0:58:23,0.009,0:58:23,0.009,0:58:23,0,
10/12/2018,0:58:24,,0:58:24,0.005,0:58:24,0.011,0:58:24,,0:58:24,-0.038,0:58:24,0.017,0:58:24,0.009,0:58:24,0,
10/12/2018,0:58:25,,0:58:25,0.004,0:58:25,0.012,0:58:25,,0:58:25,-0.033,0:58:25,0.048,0:58:25,0.009,0:58:25,0,
10/12/2018,0:58:26,,0:58:26,0.004,0:58:26,0.012,0:58:26,,0:58:26,-0.036,0:58:26,0.038,0:58:26,0.009,0:58:26,0,
10/12/2018,0:58:27,,0:58:27,0.005,0:58:27,0.013,0:58:27,,0:58:27,-0.038,0:58:27,0.006,0:58:27,0.009,0:58:27,0,
10/12/2018,0:58:28,,0:58:28,0.006,0:58:28,0.013,0:58:28,,0:58:28,-0.039,0:58:28,0.02,0:58:28,0.008,0:58:28,0,
10/12/2018,0:58:29,,0:58:29,0.006,0:58:29,0.012,0:58:29,,0:58:29,-0.038,0:58:29,0.006,0:58:29,0.009,0:58:29,0,
10/12/2018,0:58:30,,0:58:30,0.005,0:58:30,0.012,0:58:30,,0:58:30,-0.039,0:58:30,0.006,0:58:30,0.009,0:58:30,0,
10/12/2018,0:58:31,,0:58:31,0.005,0:58:31,0.011,0:58:31,,0:58:31,-0.038,0:58:31,0.006,0:58:31,0.009,0:58:31,0,
10/12/2018,0:58:32,,0:58:32,0.005,0:58:32,0.011,0:58:32,,0:58:32,-0.038,0:58:32,0.007,0:58:32,0.009,0:58:32,0,
10/12/2018,0:58:33,,0:58:33,0.004,0:58:33,0.012,0:58:33,,0:58:33,-0.038,0:58:33,0.007,0:58:33,0.009,0:58:33,0,
10/12/2018,0:58:34,,0:58:34,0.004,0:58:34,0.012,0:58:34,,0:58:34,-0.037,0:58:34,0.008,0:58:34,0.009,0:58:34,0,
10/12/2018,0:58:35,,0:58:35,0.005,0:58:35,0.012,0:58:35,,0:58:35,-0.039,0:58:35,0.007,0:58:35,0.009,0:58:35,0,
10/12/2018,0:58:36,,0:58:36,0.006,0:58:36,0.012,0:58:36,,0:58:36,-0.037,0:58:36,0.006,0:58:36,0.009,0:58:36,0,
10/12/2018,0:58:37,,0:58:37,0.005,0:58:37,0.012,0:58:37,,0:58:37,-0.038,0:58:37,0.007,0:58:37,0.008,0:58:37,0,
10/12/2018,0:58:38,,0:58:38,0.006,0:58:38,0.012,0:58:38,,0:58:38,-0.038,0:58:38,0.007,0:58:38,0.008,0:58:38,0,
10/12/2018,0:58:39,,0:58:39,0.005,0:58:39,0.012,0:58:39,,0:58:39,-0.038,0:58:39,0.008,0:58:39,0.008,0:58:39,0,
10/12/2018,0:58:40,,0:58:40,0.004,0:58:40,0.011,0:58:40,,0:58:40,-0.039,0:58:40,0.008,0:58:40,0.008,0:58:40,0,
10/12/2018,0:58:41,,0:58:41,0.005,0:58:41,0.011,0:58:41,,0:58:41,-0.039,0:58:41,0.007,0:58:41,0.008,0:58:41,0,
10/12/2018,0:58:42,,0:58:42,0.005,0:58:42,0.014,0:58:42,,0:58:42,-0.038,0:58:42,0.007,0:58:42,0.009,0:58:42,0,
10/12/2018,0:58:43,,0:58:43,0.004,0:58:43,0.015,0:58:43,,0:58:43,-0.037,0:58:43,0.007,0:58:43,0.009,0:58:43,0,
10/12/2018,0:58:44,,0:58:44,0.004,0:58:44,0.011,0:58:44,,0:58:44,-0.039,0:58:44,0.007,0:58:44,0.009,0:58:44,0,
10/12/2018,0:58:45,,0:58:45,0.005,0:58:45,0.012,0:58:45,,0:58:45,-0.039,0:58:45,0.007,0:58:45,0.009,0:58:45,0,
10/12/2018,0:58:46,,0:58:46,0.005,0:58:46,0.011,0:58:46,,0:58:46,-0.039,0:58:46,0.007,0:58:46,0.009,0:58:46,0,
10/12/2018,0:58:47,,0:58:47,0.006,0:58:47,0.012,0:58:47,,0:58:47,-0.04,0:58:47,0.007,0:58:47,0.009,0:58:47,0,
10/12/2018,0:58:48,,0:58:48,0.006,0:58:48,0.012,0:58:48,,0:58:48,-0.039,0:58:48,0.007,0:58:48,0.009,0:58:48,0,
10/12/2018,0:58:49,,0:58:49,0.004,0:58:49,0.012,0:58:49,,0:58:49,-0.039,0:58:49,0.008,0:58:49,0.008,0:58:49,0,
10/12/2018,0:58:50,,0:58:50,0.005,0:58:50,0.013,0:58:50,,0:58:50,-0.039,0:58:50,0.008,0:58:50,0.008,0:58:50,0,
10/12/2018,0:58:51,,0:58:51,0.004,0:58:51,0.014,0:58:51,,0:58:51,-0.038,0:58:51,0.007,0:58:51,0.008,0:58:51,0,
10/12/2018,0:58:52,,0:58:52,0.011,0:58:52,0.013,0:58:52,,0:58:52,-0.039,0:58:52,0.007,0:58:52,0.009,0:58:52,0,
10/12/2018,0:58:53,,0:58:53,0.016,0:58:53,0.011,0:58:53,,0:58:53,-0.039,0:58:53,0.008,0:58:53,0.009,0:58:53,0,
10/12/2018,0:58:54,,0:58:54,0.005,0:58:54,0.012,0:58:54,,0:58:54,-0.038,0:58:54,0.008,0:58:54,0.009,0:58:54,0,
10/12/2018,0:58:55,,0:58:55,0.006,0:58:55,0.012,0:58:55,,0:58:55,-0.039,0:58:55,0.008,0:58:55,0.009,0:58:55,0,
10/12/2018,0:58:56,,0:58:56,0.007,0:58:56,0.012,0:58:56,,0:58:56,-0.019,0:58:56,0.009,0:58:56,0.009,0:58:56,0,
10/12/2018,0:58:57,,0:58:57,0.005,0:58:57,0.013,0:58:57,,0:58:57,-0.035,0:58:57,0.01,0:58:57,0.008,0:58:57,0,
10/12/2018,0:58:58,,0:58:58,0.005,0:58:58,0.013,0:58:58,,0:58:58,-0.039,0:58:58,0.008,0:58:58,0.009,0:58:58,0,
10/12/2018,0:58:59,,0:58:59,0.004,0:58:59,0.013,0:58:59,,0:58:59,-0.038,0:58:59,0.008,0:58:59,0.009,0:58:59,0,
10/12/2018,0:59:00,,0:59:00,0.005,0:59:00,0.011,0:59:00,,0:59:00,-0.037,0:59:00,0.008,0:59:00,0.009,0:59:00,0,
10/12/2018,0:59:01,,0:59:01,0.005,0:59:01,0.012,0:59:01,,0:59:01,-0.039,0:59:01,0.008,0:59:01,0.011,0:59:01,0,
10/12/2018,0:59:02,,0:59:02,0.005,0:59:02,0.013,0:59:02,,0:59:02,-0.032,0:59:02,0.007,0:59:02,0.01,0:59:02,0,
10/12/2018,0:59:03,,0:59:03,0.005,0:59:03,0.012,0:59:03,,0:59:03,-0.039,0:59:03,0.008,0:59:03,0.01,0:59:03,0,
10/12/2018,0:59:04,,0:59:04,0.005,0:59:04,0.012,0:59:04,,0:59:04,-0.038,0:59:04,0.008,0:59:04,0.008,0:59:04,0,
10/12/2018,0:59:05,,0:59:05,0.004,0:59:05,0.012,0:59:05,,0:59:05,-0.038,0:59:05,0.008,0:59:05,0.009,0:59:05,0,
10/12/2018,0:59:06,,0:59:06,0.005,0:59:06,0.012,0:59:06,,0:59:06,-0.038,0:59:06,0.009,0:59:06,0.009,0:59:06,0,
10/12/2018,0:59:07,,0:59:07,0.006,0:59:07,0.012,0:59:07,,0:59:07,-0.039,0:59:07,0.008,0:59:07,0.009,0:59:07,0,
10/12/2018,0:59:08,,0:59:08,0.005,0:59:08,0.013,0:59:08,,0:59:08,-0.04,0:59:08,0.008,0:59:08,0.009,0:59:08,0,
10/12/2018,0:59:09,,0:59:09,0.005,0:59:09,0.011,0:59:09,,0:59:09,-0.038,0:59:09,0.008,0:59:09,0.009,0:59:09,0,
10/12/2018,0:59:10,,0:59:10,0.005,0:59:10,0.011,0:59:10,,0:59:10,-0.04,0:59:10,0.008,0:59:10,0.01,0:59:10,0,
10/12/2018,0:59:11,,0:59:11,0.005,0:59:11,0.011,0:59:11,,0:59:11,-0.038,0:59:11,0.008,0:59:11,0.009,0:59:11,0,
10/12/2018,0:59:12,,0:59:12,0.004,0:59:12,0.011,0:59:12,,0:59:12,-0.035,0:59:12,0.008,0:59:12,0.009,0:59:12,0,
10/12/2018,0:59:13,,0:59:13,0.004,0:59:13,0.012,0:59:13,,0:59:13,-0.04,0:59:13,0.009,0:59:13,0.009,0:59:13,0,
10/12/2018,0:59:14,,0:59:14,0.006,0:59:14,0.012,0:59:14,,0:59:14,-0.04,0:59:14,0.009,0:59:14,0.01,0:59:14,0,
10/12/2018,0:59:15,,0:59:15,0.006,0:59:15,0.012,0:59:15,,0:59:15,-0.039,0:59:15,0.009,0:59:15,0.01,0:59:15,0,
10/12/2018,0:59:16,,0:59:16,0.004,0:59:16,0.012,0:59:16,,0:59:16,-0.036,0:59:16,0.008,0:59:16,0.009,0:59:16,0,
10/12/2018,0:59:17,,0:59:17,0.004,0:59:17,0.012,0:59:17,,0:59:17,-0.039,0:59:17,0.007,0:59:17,0.008,0:59:17,0,
10/12/2018,0:59:18,,0:59:18,0.004,0:59:18,0.012,0:59:18,,0:59:18,-0.039,0:59:18,0.008,0:59:18,0.009,0:59:18,0,
10/12/2018,0:59:19,,0:59:19,0.005,0:59:19,0.012,0:59:19,,0:59:19,-0.04,0:59:19,0.008,0:59:19,0.009,0:59:19,0,
10/12/2018,0:59:20,,0:59:20,0.005,0:59:20,0.012,0:59:20,,0:59:20,-0.037,0:59:20,0.008,0:59:20,0.009,0:59:20,0,
10/12/2018,0:59:21,,0:59:21,0.004,0:59:21,0.012,0:59:21,,0:59:21,-0.037,0:59:21,0.008,0:59:21,0.008,0:59:21,0,
10/12/2018,0:59:22,,0:59:22,0.006,0:59:22,0.012,0:59:22,,0:59:22,-0.04,0:59:22,0.007,0:59:22,0.008,0:59:22,0,
10/12/2018,0:59:23,,0:59:23,0.006,0:59:23,0.012,0:59:23,,0:59:23,-0.04,0:59:23,0.008,0:59:23,0.009,0:59:23,0,
10/12/2018,0:59:24,,0:59:24,0.004,0:59:24,0.012,0:59:24,,0:59:24,-0.04,0:59:24,0.007,0:59:24,0.008,0:59:24,0,
10/12/2018,0:59:25,,0:59:25,0.004,0:59:25,0.011,0:59:25,,0:59:25,-0.038,0:59:25,0.008,0:59:25,0.008,0:59:25,0,
10/12/2018,0:59:26,,0:59:26,0.004,0:59:26,0.012,0:59:26,,0:59:26,-0.037,0:59:26,0.009,0:59:26,0.008,0:59:26,0,
10/12/2018,0:59:27,,0:59:27,0.005,0:59:27,0.013,0:59:27,,0:59:27,-0.033,0:59:27,0.008,0:59:27,0.009,0:59:27,0,
10/12/2018,0:59:28,,0:59:28,0.005,0:59:28,0.013,0:59:28,,0:59:28,-0.036,0:59:28,0.008,0:59:28,0.009,0:59:28,0,
10/12/2018,0:59:29,,0:59:29,0.005,0:59:29,0.012,0:59:29,,0:59:29,-0.036,0:59:29,0.008,0:59:29,0.009,0:59:29,0,
10/12/2018,0:59:30,,0:59:30,0.005,0:59:30,0.012,0:59:30,,0:59:30,-0.036,0:59:30,0.008,0:59:30,0.01,0:59:30,0,
10/12/2018,0:59:31,,0:59:31,0.004,0:59:31,0.012,0:59:31,,0:59:31,-0.033,0:59:31,0.007,0:59:31,0.01,0:59:31,0,
10/12/2018,0:59:32,,0:59:32,0.005,0:59:32,0.012,0:59:32,,0:59:32,-0.039,0:59:32,0.007,0:59:32,0.01,0:59:32,0,
10/12/2018,0:59:33,,0:59:33,0.006,0:59:33,0.012,0:59:33,,0:59:33,-0.039,0:59:33,0.007,0:59:33,0.009,0:59:33,0,
10/12/2018,0:59:34,,0:59:34,0.005,0:59:34,0.012,0:59:34,,0:59:34,-0.037,0:59:34,0.008,0:59:34,0.01,0:59:34,0,
10/12/2018,0:59:35,,0:59:35,0.005,0:59:35,0.013,0:59:35,,0:59:35,-0.039,0:59:35,0.008,0:59:35,0.009,0:59:35,0,
10/12/2018,0:59:36,,0:59:36,0.005,0:59:36,0.012,0:59:36,,0:59:36,-0.04,0:59:36,0.008,0:59:36,0.008,0:59:36,0,
10/12/2018,0:59:37,,0:59:37,0.005,0:59:37,0.012,0:59:37,,0:59:37,-0.04,0:59:37,0.008,0:59:37,0.008,0:59:37,0,
10/12/2018,0:59:38,,0:59:38,0.004,0:59:38,0.012,0:59:38,,0:59:38,-0.039,0:59:38,0.008,0:59:38,0.008,0:59:38,0,
10/12/2018,0:59:39,,0:59:39,0.005,0:59:39,0.012,0:59:39,,0:59:39,-0.04,0:59:39,0.008,0:59:39,0.009,0:59:39,0,
10/12/2018,0:59:40,,0:59:40,0.004,0:59:40,0.012,0:59:40,,0:59:40,-0.038,0:59:40,0.008,0:59:40,0.01,0:59:40,0,
10/12/2018,0:59:41,,0:59:41,0.004,0:59:41,0.012,0:59:41,,0:59:41,-0.038,0:59:41,0.009,0:59:41,0.011,0:59:41,0,
10/12/2018,0:59:42,,0:59:42,0.004,0:59:42,0.012,0:59:42,,0:59:42,-0.039,0:59:42,0.008,0:59:42,0.009,0:59:42,0,
10/12/2018,0:59:43,,0:59:43,0.005,0:59:43,0.011,0:59:43,,0:59:43,-0.04,0:59:43,0.008,0:59:43,0.008,0:59:43,0,
10/12/2018,0:59:44,,0:59:44,0.005,0:59:44,0.012,0:59:44,,0:59:44,-0.04,0:59:44,0.008,0:59:44,0.009,0:59:44,0,
10/12/2018,0:59:45,,0:59:45,0.005,0:59:45,0.011,0:59:45,,0:59:45,-0.04,0:59:45,0.008,0:59:45,0.01,0:59:45,0,
10/12/2018,0:59:46,,0:59:46,0.005,0:59:46,0.012,0:59:46,,0:59:46,-0.037,0:59:46,0.008,0:59:46,0.01,0:59:46,0,
10/12/2018,0:59:47,,0:59:47,0.005,0:59:47,0.012,0:59:47,,0:59:47,-0.039,0:59:47,0.009,0:59:47,0.009,0:59:47,0,
10/12/2018,0:59:48,,0:59:48,0.005,0:59:48,0.012,0:59:48,,0:59:48,-0.041,0:59:48,0.008,0:59:48,0.009,0:59:48,0,
10/12/2018,0:59:49,,0:59:49,0.004,0:59:49,0.012,0:59:49,,0:59:49,-0.04,0:59:49,0.008,0:59:49,0.008,0:59:49,0,
10/12/2018,0:59:50,,0:59:50,0.004,0:59:50,0.012,0:59:50,,0:59:50,-0.039,0:59:50,0.008,0:59:50,0.008,0:59:50,0,
10/12/2018,0:59:51,,0:59:51,0.005,0:59:51,0.011,0:59:51,,0:59:51,-0.04,0:59:51,0.008,0:59:51,0.008,0:59:51,0,
10/12/2018,0:59:52,,0:59:52,0.006,0:59:52,0.011,0:59:52,,0:59:52,-0.033,0:59:52,0.007,0:59:52,0.008,0:59:52,0,
10/12/2018,0:59:53,,0:59:53,0.005,0:59:53,0.011,0:59:53,,0:59:53,-0.04,0:59:53,0.008,0:59:53,0.009,0:59:53,0,
10/12/2018,0:59:54,,0:59:54,0.005,0:59:54,0.011,0:59:54,,0:59:54,-0.038,0:59:54,0.008,0:59:54,0.008,0:59:54,0,
10/12/2018,0:59:55,,0:59:55,0.005,0:59:55,0.011,0:59:55,,0:59:55,-0.038,0:59:55,0.009,0:59:55,0.008,0:59:55,0,
10/12/2018,0:59:56,,0:59:56,0.005,0:59:56,0.012,0:59:56,,0:59:56,-0.041,0:59:56,0.009,0:59:56,0.009,0:59:56,0,
10/12/2018,0:59:57,,0:59:57,0.006,0:59:57,0.012,0:59:57,,0:59:57,-0.04,0:59:57,0.008,0:59:57,0.009,0:59:57,0,
10/12/2018,0:59:58,,0:59:58,0.005,0:59:58,0.011,0:59:58,,0:59:58,-0.038,0:59:58,0.009,0:59:58,0.009,0:59:58,0,
10/12/2018,0:59:59,,0:59:59,0.005,0:59:59,0.012,0:59:59,,0:59:59,-0.04,0:59:59,0.008,0:59:59,0.01,0:59:59,0.001,
10/12/2018,1:00:00,,1:00:00,0.006,1:00:00,0.012,1:00:00,,1:00:00,-0.04,1:00:00,0.008,1:00:00,0.01,1:00:00,0.003,
10/12/2018,1:00:01,,1:00:01,0.006,1:00:01,0.013,1:00:01,,1:00:01,-0.04,1:00:01,0.008,1:00:01,0.009,1:00:01,0,
10/12/2018,1:00:02,,1:00:02,0.005,1:00:02,0.012,1:00:02,,1:00:02,-0.04,1:00:02,0.008,1:00:02,0.009,1:00:02,0,
10/12/2018,1:00:03,,1:00:03,0.005,1:00:03,0.012,1:00:03,,1:00:03,-0.04,1:00:03,0.008,1:00:03,0.01,1:00:03,0,
10/12/2018,1:00:04,,1:00:04,0.005,1:00:04,0.012,1:00:04,,1:00:04,-0.039,1:00:04,0.008,1:00:04,0.009,1:00:04,0,
10/12/2018,1:00:05,,1:00:05,0.005,1:00:05,0.012,1:00:05,,1:00:05,-0.04,1:00:05,0.008,1:00:05,0.008,1:00:05,0,
10/12/2018,1:00:06,,1:00:06,0.006,1:00:06,0.012,1:00:06,,1:00:06,-0.041,1:00:06,0.008,1:00:06,0.009,1:00:06,0,
10/12/2018,1:00:07,,1:00:07,0.006,1:00:07,0.012,1:00:07,,1:00:07,-0.041,1:00:07,0.009,1:00:07,0.008,1:00:07,0,
10/12/2018,1:00:08,,1:00:08,0.005,1:00:08,0.013,1:00:08,,1:00:08,-0.041,1:00:08,0.008,1:00:08,0.011,1:00:08,0,
10/12/2018,1:00:09,,1:00:09,0.005,1:00:09,0.013,1:00:09,,1:00:09,-0.04,1:00:09,0.008,1:00:09,0.012,1:00:09,0,
10/12/2018,1:00:10,,1:00:10,0.005,1:00:10,0.012,1:00:10,,1:00:10,-0.042,1:00:10,0.008,1:00:10,0.009,1:00:10,0,
10/12/2018,1:00:11,,1:00:11,0.005,1:00:11,0.012,1:00:11,,1:00:11,-0.041,1:00:11,0.008,1:00:11,0.008,1:00:11,0,
10/12/2018,1:00:12,,1:00:12,0.006,1:00:12,0.012,1:00:12,,1:00:12,-0.042,1:00:12,0.008,1:00:12,0.008,1:00:12,0,
10/12/2018,1:00:13,,1:00:13,0.006,1:00:13,0.012,1:00:13,,1:00:13,-0.041,1:00:13,0.009,1:00:13,0.009,1:00:13,0,
10/12/2018,1:00:14,,1:00:14,0.005,1:00:14,0.012,1:00:14,,1:00:14,-0.04,1:00:14,0.009,1:00:14,0.009,1:00:14,0,
10/12/2018,1:00:15,,1:00:15,0.006,1:00:15,0.012,1:00:15,,1:00:15,-0.032,1:00:15,0.009,1:00:15,0.009,1:00:15,0,
10/12/2018,1:00:16,,1:00:16,0.006,1:00:16,0.012,1:00:16,,1:00:16,-0.041,1:00:16,0.008,1:00:16,0.009,1:00:16,0,
10/12/2018,1:00:17,,1:00:17,0.005,1:00:17,0.012,1:00:17,,1:00:17,-0.039,1:00:17,0.008,1:00:17,0.009,1:00:17,0,
10/12/2018,1:00:18,,1:00:18,0.005,1:00:18,0.012,1:00:18,,1:00:18,-0.044,1:00:18,0.008,1:00:18,0.008,1:00:18,0,
10/12/2018,1:00:19,,1:00:19,0.005,1:00:19,0.013,1:00:19,,1:00:19,-0.038,1:00:19,0.008,1:00:19,0.009,1:00:19,0,
10/12/2018,1:00:20,,1:00:20,0.005,1:00:20,0.012,1:00:20,,1:00:20,-0.041,1:00:20,0.008,1:00:20,0.009,1:00:20,0,
10/12/2018,1:00:21,,1:00:21,0.005,1:00:21,0.011,1:00:21,,1:00:21,-0.041,1:00:21,0.009,1:00:21,0.009,1:00:21,0,
10/12/2018,1:00:22,,1:00:22,0.004,1:00:22,0.011,1:00:22,,1:00:22,-0.042,1:00:22,0.008,1:00:22,0.009,1:00:22,0,
10/12/2018,1:00:23,,1:00:23,0.004,1:00:23,0.012,1:00:23,,1:00:23,-0.042,1:00:23,0.008,1:00:23,0.009,1:00:23,0,
10/12/2018,1:00:24,,1:00:24,0.005,1:00:24,0.013,1:00:24,,1:00:24,-0.042,1:00:24,0.009,1:00:24,0.009,1:00:24,0,
10/12/2018,1:00:25,,1:00:25,0.005,1:00:25,0.012,1:00:25,,1:00:25,-0.042,1:00:25,0.008,1:00:25,0.01,1:00:25,0,
10/12/2018,1:00:26,,1:00:26,0.005,1:00:26,0.011,1:00:26,,1:00:26,-0.041,1:00:26,0.008,1:00:26,0.01,1:00:26,0,
10/12/2018,1:00:27,,1:00:27,0.005,1:00:27,0.012,1:00:27,,1:00:27,-0.04,1:00:27,0.008,1:00:27,0.008,1:00:27,0,
10/12/2018,1:00:28,,1:00:28,0.005,1:00:28,0.013,1:00:28,,1:00:28,-0.042,1:00:28,0.008,1:00:28,0.008,1:00:28,0,
10/12/2018,1:00:29,,1:00:29,0.005,1:00:29,0.013,1:00:29,,1:00:29,-0.042,1:00:29,0.009,1:00:29,0.009,1:00:29,0,
10/12/2018,1:00:30,,1:00:30,0.005,1:00:30,0.012,1:00:30,,1:00:30,-0.043,1:00:30,0.009,1:00:30,0.009,1:00:30,0,
10/12/2018,1:00:31,,1:00:31,0.005,1:00:31,0.012,1:00:31,,1:00:31,-0.041,1:00:31,0.009,1:00:31,0.008,1:00:31,0,
10/12/2018,1:00:32,,1:00:32,0.005,1:00:32,0.011,1:00:32,,1:00:32,-0.042,1:00:32,0.009,1:00:32,0.009,1:00:32,0,
10/12/2018,1:00:33,,1:00:33,0.006,1:00:33,0.013,1:00:33,,1:00:33,-0.04,1:00:33,0.009,1:00:33,0.009,1:00:33,0,
10/12/2018,1:00:34,,1:00:34,0.005,1:00:34,0.013,1:00:34,,1:00:34,-0.037,1:00:34,0.008,1:00:34,0.009,1:00:34,0,
10/12/2018,1:00:35,,1:00:35,0.005,1:00:35,0.012,1:00:35,,1:00:35,-0.041,1:00:35,0.008,1:00:35,0.008,1:00:35,0,
10/12/2018,1:00:36,,1:00:36,0.005,1:00:36,0.011,1:00:36,,1:00:36,-0.042,1:00:36,0.008,1:00:36,0.009,1:00:36,0,
10/12/2018,1:00:37,,1:00:37,0.005,1:00:37,0.012,1:00:37,,1:00:37,-0.042,1:00:37,0.009,1:00:37,0.01,1:00:37,0,
10/12/2018,1:00:38,,1:00:38,0.004,1:00:38,0.013,1:00:38,,1:00:38,-0.042,1:00:38,0.009,1:00:38,0.009,1:00:38,0,
10/12/2018,1:00:39,,1:00:39,0.005,1:00:39,0.013,1:00:39,,1:00:39,-0.043,1:00:39,0.008,1:00:39,0.009,1:00:39,0,
10/12/2018,1:00:40,,1:00:40,0.005,1:00:40,0.012,1:00:40,,1:00:40,-0.04,1:00:40,0.008,1:00:40,0.009,1:00:40,0,
10/12/2018,1:00:41,,1:00:41,0.005,1:00:41,0.012,1:00:41,,1:00:41,-0.043,1:00:41,0.009,1:00:41,0.009,1:00:41,0,
10/12/2018,1:00:42,,1:00:42,0.004,1:00:42,0.012,1:00:42,,1:00:42,-0.043,1:00:42,0.013,1:00:42,0.009,1:00:42,0,
10/12/2018,1:00:43,,1:00:43,0.005,1:00:43,0.012,1:00:43,,1:00:43,-0.04,1:00:43,0.014,1:00:43,0.008,1:00:43,0,
10/12/2018,1:00:44,,1:00:44,0.006,1:00:44,0.012,1:00:44,,1:00:44,-0.043,1:00:44,0.008,1:00:44,0.009,1:00:44,0,
10/12/2018,1:00:45,,1:00:45,0.005,1:00:45,0.012,1:00:45,,1:00:45,-0.044,1:00:45,0.009,1:00:45,0.009,1:00:45,0,
10/12/2018,1:00:46,,1:00:46,0.005,1:00:46,0.012,1:00:46,,1:00:46,-0.042,1:00:46,0.009,1:00:46,0.008,1:00:46,0,
10/12/2018,1:00:47,,1:00:47,0.005,1:00:47,0.012,1:00:47,,1:00:47,-0.043,1:00:47,0.009,1:00:47,0.01,1:00:47,0,
10/12/2018,1:00:48,,1:00:48,0.005,1:00:48,0.012,1:00:48,,1:00:48,-0.044,1:00:48,0.009,1:00:48,0.01,1:00:48,0,
10/12/2018,1:00:49,,1:00:49,0.005,1:00:49,0.013,1:00:49,,1:00:49,-0.042,1:00:49,0.008,1:00:49,0.009,1:00:49,0,
10/12/2018,1:00:50,,1:00:50,0.005,1:00:50,0.013,1:00:50,,1:00:50,-0.043,1:00:50,0.009,1:00:50,0.009,1:00:50,0,
10/12/2018,1:00:51,,1:00:51,0.006,1:00:51,0.012,1:00:51,,1:00:51,-0.043,1:00:51,0.01,1:00:51,0.009,1:00:51,0,
10/12/2018,1:00:52,,1:00:52,0.005,1:00:52,0.012,1:00:52,,1:00:52,-0.043,1:00:52,0.009,1:00:52,0.008,1:00:52,0,
10/12/2018,1:00:53,,1:00:53,0.005,1:00:53,0.012,1:00:53,,1:00:53,-0.034,1:00:53,0.008,1:00:53,0.009,1:00:53,0,
10/12/2018,1:00:54,,1:00:54,0.005,1:00:54,0.012,1:00:54,,1:00:54,-0.042,1:00:54,0.008,1:00:54,0.009,1:00:54,0,
10/12/2018,1:00:55,,1:00:55,0.005,1:00:55,0.012,1:00:55,,1:00:55,-0.04,1:00:55,0.009,1:00:55,0.009,1:00:55,0,
10/12/2018,1:00:56,,1:00:56,0.005,1:00:56,0.012,1:00:56,,1:00:56,-0.042,1:00:56,0.009,1:00:56,0.009,1:00:56,0,
10/12/2018,1:00:57,,1:00:57,0.006,1:00:57,0.012,1:00:57,,1:00:57,-0.041,1:00:57,0.008,1:00:57,0.008,1:00:57,0,
